ID,Name,Date of Birth,Weight (KG),Height (CM),Locality,Nationality,Association,Wins,Losses,Draws,Last Fight
4482,Sergei Nikitin,1975-11-13T00:00:00,83.91,177.8,St. Petersburg,Russia,RusFighters Sport Club,3,3,0,2009-05-15T00:00:00
4483,Mikhail Bogdanov,None,90.72,0,None,Russia,None,3,4,0,2005-07-09T00:00:00
4484,Anton Arkhipkin,None,90.72,0,None,Russia,Red Devil Sport Club,0,1,0,2002-04-26T00:00:00
4485,Don Martinez,None,0,0,None,None,None,1,1,0,1999-05-15T00:00:00
4486,Issac Harris,None,0,0,None,None,None,0,2,0,1999-04-17T00:00:00
4487,Adrian Velez,None,0,0,None,None,None,0,1,0,1999-04-17T00:00:00
4488,Lance Trippelt,None,0,0,None,None,None,1,0,0,1999-04-17T00:00:00
4489,Nik Bickle,None,0,0,None,None,None,0,1,0,1999-04-17T00:00:00
4490,Phil Deason,None,0,0,None,None,None,0,1,0,1999-04-17T00:00:00
4491,Adam Ryan,None,83.91,187.96,"Vancouver, British Columbia",Canada,None,4,1,0,2005-02-26T00:00:00
4492,John Grader,None,0,0,None,None,None,0,1,0,1999-10-09T00:00:00
4493,Butch Brown,None,0,0,None,None,None,1,1,0,1999-10-09T00:00:00
4494,Terry Berton,None,0,0,None,None,None,0,1,0,1999-10-09T00:00:00
4495,Kazushi Sugiyama,1976-11-29T00:00:00,65.77,172.72,Ibaraki,Japan,Turning Point MMA,11,6,1,2016-12-11T00:00:00
4496,Casey Barkmeir,None,0,0,None,None,None,1,1,0,2002-04-04T00:00:00
4497,Jeremiah Futch,None,99.79,0,None,United States,White Buffalo Warrior,4,2,0,2003-03-15T00:00:00
4498,Ben Manning,None,0,0,None,None,None,0,3,0,2003-01-04T00:00:00
4500,Aaron Crecy,None,0,0,None,None,None,1,0,0,2002-04-04T00:00:00
4501,Charlie Fortec,None,65.77,165.1,None,None,None,3,2,0,2005-05-14T00:00:00
4502,Ichiro Kanai,1982-11-15T00:00:00,76.66,172.72,None,Japan,PANCRASEism,11,14,3,2011-08-07T00:00:00
4503,Tomohiko Hashimoto,1977-08-16T00:00:00,113.85,180.34,Nara,Japan,D2T,1,4,0,2006-06-11T00:00:00
4504,Oleg Savitsky,None,0,0,None,Russia,None,1,2,0,2008-04-11T00:00:00
4505,Vladislav Koulikov,None,0,0,None,Russia,None,1,2,1,2002-11-09T00:00:00
4506,Edward Yusufob,None,0,0,None,None,None,1,2,0,2004-12-04T00:00:00
4507,Darrvi Calotes,None,0,0,None,None,None,0,1,0,2002-04-18T00:00:00
4508,Yvonne Koulikov,None,0,0,None,Russia,None,0,1,0,2002-04-18T00:00:00
4509,Irina Bogaciova,None,0,0,None,None,None,1,0,0,2002-04-18T00:00:00
4510,Renat Myzabekov,1976-05-17T00:00:00,70.31,0,"Newark, New Jersey",United States,None,2,7,0,2005-07-22T00:00:00
4511,Erik Werts,None,97.52,180.34,None,Holland,None,1,1,0,2001-07-14T00:00:00
4512,Toni Vrtaric,None,88.45,182.88,None,Germany,None,0,1,0,2001-07-14T00:00:00
4513,Robbie Peeters,None,102.06,187.96,None,Holland,None,0,2,0,2004-06-27T00:00:00
4514,Ralf Seeger,None,113.4,193.04,Kranenburg,Germany,Mocambo Gym,5,0,0,2004-09-18T00:00:00
4515,Bas Jussen,None,99.79,185.42,None,Holland,None,1,3,0,2003-11-09T00:00:00
4516,Norman Stauffenegg,None,104.33,193.04,None,Austria,Kihaku Dojo,3,0,0,2003-02-22T00:00:00
4517,Mario Pogrielz,None,108.86,185.42,None,Austria,None,0,2,0,2001-07-14T00:00:00
4518,Samir Zilkic,None,92.99,187.96,None,Austria,Kihaku Dojo,1,0,0,2001-07-14T00:00:00
4519,Wolfgang Bravc,None,92.99,187.96,None,Austria,None,1,1,0,2007-07-21T00:00:00
4520,Peter Olexa,None,77.11,190.5,None,Slovakia,None,0,2,0,2003-11-14T00:00:00
4521,Karl Painer,None,83.91,185.42,"Graz, Styria",Austria,Ettl Bros,6,3,0,2013-05-12T00:00:00
4522,Steve Collins,None,88.45,167.64,None,Sierra Leone,None,1,2,0,2003-02-22T00:00:00
4523,Costa Papadimitriou,None,79.38,177.8,None,Austria,None,2,1,0,2002-10-12T00:00:00
4524,Thomas Lukac,None,79.38,182.88,None,Slovakia,None,0,1,0,2001-07-14T00:00:00
4525,Peter Henkrich,None,108.86,182.88,None,Slovakia,None,0,2,0,2001-07-14T00:00:00
4526,Bernd Edler,None,111.13,200.66,None,Austria,Kihaku Dojo,2,1,0,2003-02-22T00:00:00
4527,Jochen Schrittwieser,None,79.38,175.26,None,Austria,Kihaku Dojo,1,2,0,2003-02-22T00:00:00
4528,Markus Sackl,None,92.99,180.34,None,Austria,None,2,2,0,2003-02-22T00:00:00
4529,Chris Seaman,None,0,0,None,None,None,0,1,0,2001-11-11T00:00:00
4530,Ken Pribik,None,0,0,None,None,None,0,1,0,2001-11-11T00:00:00
4531,Ken Edwards,None,0,0,None,None,None,0,1,0,2001-11-11T00:00:00
4532,Carmelo Serrato,None,0,0,None,None,None,0,1,0,2002-05-09T00:00:00
4533,Gabe Lara,None,0,0,None,None,None,3,2,1,2008-03-27T00:00:00
4534,Jordon Hinds,None,0,0,None,None,None,0,0,1,2002-05-09T00:00:00
4535,Steve Hecht,None,65.77,0,None,None,None,4,2,0,2010-01-30T00:00:00
4536,Nicco Nicco,None,0,0,None,None,None,0,1,0,2002-05-09T00:00:00
4537,Steve Funn,None,0,0,None,None,None,0,1,0,2002-05-09T00:00:00
4538,Samu Samu,None,0,0,None,None,None,0,2,0,2002-07-30T00:00:00
4539,Deniz Mustad,None,83.01,0,None,Holland,Xena Sports,0,1,0,2002-05-12T00:00:00
4541,Daniel Weichel,1984-11-22T00:00:00,65.77,177.8,"Frankfurt, Hesse",Germany,Team MMA Spirit,38,9,0,2016-12-16T00:00:00
4542,Badr Hari,1984-12-08T00:00:00,104.33,195.58,Amsterdam,Netherlands,Mike's Gym,0,1,0,2002-05-12T00:00:00
4543,Zubai Bouneniamine,None,75.75,0,None,France,Quoniam Gym,1,0,1,2003-04-12T00:00:00
4544,John Holtz,None,0,0,None,None,None,1,1,0,2007-08-02T00:00:00
4545,Matt Paarlberg,None,0,0,None,None,None,1,0,0,2000-06-24T00:00:00
4546,Wilford Moore,None,0,0,"Valdosta, Georgia",USA,None,0,2,0,2001-11-10T00:00:00
4547,Chris Elms,None,0,0,None,None,None,2,0,0,2000-10-14T00:00:00
4548,Joel Weldon,None,0,0,None,None,None,0,1,0,2000-10-14T00:00:00
4549,Houston Grant,None,0,0,None,None,None,0,2,0,2001-02-24T00:00:00
4550,Jared Pettit,None,0,0,None,None,None,2,1,0,2001-12-08T00:00:00
4551,Tim Newland,None,0,0,None,None,Gary IronBear Myers,5,4,0,2006-06-17T00:00:00
4552,Tommy Lee,1977-01-20T00:00:00,64.86,0,"Mokeno, Illinois",USA,Gilbert Grappling,25,6,0,2009-08-22T00:00:00
4553,Rob Wynne,None,0,0,"Kingston, Ontario",Canada,None,5,2,0,2008-03-14T00:00:00
4554,Steve Thompson,None,0,0,None,None,None,0,3,0,2002-10-19T00:00:00
4555,Gideon Ray,1973-05-27T00:00:00,77.11,177.8,"Roselle, Illinois",United States,MMA Masters Chicago,17,15,1,2012-12-15T00:00:00
4556,Derrick Noble,1978-08-14T00:00:00,76.66,175.26,"Cuba, Illinois",United States,Minnesota Martial Arts Academy,27,15,1,2012-05-12T00:00:00
4557,Randy Williams,None,0,0,None,None,None,4,2,0,2003-05-31T00:00:00
4558,David Stone,None,0,0,None,None,None,1,3,0,2004-10-23T00:00:00
4559,Lindsey Durlacher,1974-09-14T00:00:00,61.23,0,"Denver, Colorado",United States,Gilbert Grappling,2,1,0,2005-10-15T00:00:00
4560,Rich O'Connor,None,0,0,None,None,None,2,0,0,2002-09-21T00:00:00
4561,Jay Thomas,None,0,0,None,None,None,0,2,0,2003-05-03T00:00:00
4562,Bryan Antonelli,None,92.53,0,None,None,None,0,2,0,2002-07-20T00:00:00
4563,Bobby Andrews,None,0,0,None,None,Dragon's Layer,1,0,0,2002-05-18T00:00:00
4564,Gunnar Olson,None,0,0,None,None,None,0,2,0,2002-07-20T00:00:00
4565,Joe Nye,None,0,0,None,None,None,1,3,0,2004-06-05T00:00:00
4566,Leo Dalla,None,0,0,None,None,None,0,2,0,2005-12-10T00:00:00
4567,Kazuhiro Ota,None,0,0,None,None,None,1,0,0,1999-04-08T00:00:00
4568,Hiroki Kaneko,None,0,0,None,None,None,0,1,0,1999-04-08T00:00:00
4569,Seichi Seita,None,0,0,None,None,None,0,0,1,1999-04-08T00:00:00
4570,Takeshi Takamatsu,None,0,0,None,None,None,0,0,1,1999-04-08T00:00:00
4571,Bruce Hunter,None,0,0,None,None,None,0,1,0,1999-05-22T00:00:00
4572,John Shackelford,None,70.31,182.88,"Olive Branch, Mississippi",USA,None,3,3,0,2010-05-15T00:00:00
4573,Jason Wright,None,83.46,0,"Palestine, Texas",United States,Gracie Barra Woodlands,3,4,0,2009-04-03T00:00:00
4574,Aaron Williams,1975-04-08T00:00:00,61.23,175.26,"Ocean Springs, Mississippi",United States,Remix MMA,24,24,0,2015-10-24T00:00:00
4575,Trey Desmuke,None,0,0,None,None,None,0,1,0,2002-01-12T00:00:00
4577,Mike Pyle,1975-09-18T00:00:00,77.11,185.42,"Las Vegas, Nevada",United States,Syndicate MMA,27,13,1,2016-12-30T00:00:00
4578,Jarrett Becks,None,65.77,170.18,"Tampa, Florida",United States,Gracie Tampa,8,7,0,2011-06-25T00:00:00
4579,Austin Parks,None,0,0,None,None,None,0,1,0,2002-05-04T00:00:00
4580,Adam Peeples,None,0,0,None,None,None,0,5,0,2010-01-23T00:00:00
4581,Billy Shelton,None,0,0,Mississippi,United States,None,0,1,0,2002-05-04T00:00:00
4582,Joe Jordan,1978-07-28T00:00:00,77.11,167.64,"Pikeville, Kentucky",United States,Miletich Fighting Systems,49,14,2,2012-11-30T00:00:00
4583,Fred George,None,0,0,None,None,None,2,0,0,2002-10-19T00:00:00
4584,Harris Sarmiento,1983-09-09T00:00:00,65.77,167.64,"Waipahu, Hawaii",United States,Hawaii Elite MMA,36,26,0,2014-03-14T00:00:00
4585,Asrian Perez,None,0,0,None,None,None,0,1,0,2002-05-18T00:00:00
4586,Travis Lutter,1973-05-12T00:00:00,83.91,187.96,"Dallas, Texas",United States,Lion's Den Dallas,10,6,0,2010-05-21T00:00:00
4587,Vesa Vuori,None,0,0,None,Finland,None,2,1,0,2005-03-12T00:00:00
4588,Zsolt Gulyas,None,92.99,0,None,Hungary,None,5,4,0,2008-03-02T00:00:00
4589,Hans Jurgen Matt,None,0,0,None,Germany,None,1,0,0,2002-05-26T00:00:00
4590,John Garner,None,0,0,"Augusta, Georgia",United States,None,0,2,0,2003-05-21T00:00:00
4591,Cam McHargue,1969-05-26T00:00:00,76.2,180.34,"Griffin, Georgia",USA,Team Praxis,6,2,0,2006-03-24T00:00:00
4592,Kevin Brooks,1977-08-10T00:00:00,107.5,187.96,"Atlanta, Georgia",United States,None,14,12,0,2014-08-29T00:00:00
4593,Nigel Hudson,None,70.31,0,"Los Angeles, California",United States,None,2,1,0,2001-10-27T00:00:00
4594,Yuichi Nakanishi,1981-03-06T00:00:00,83.01,180.34,Tokushima,Japan,Freelance,9,9,3,2009-06-30T00:00:00
4595,Hideki Tadao,1975-03-21T00:00:00,97.98,182.88,None,Japan,Wajutsu Keishukai RJW,5,6,0,2006-04-21T00:00:00
4596,Yoshimitsu Warita,1974-02-02T00:00:00,71.67,167.64,None,Japan,Power of Dream,3,4,0,2006-10-04T00:00:00
4597,Kenichi Sato,1971-12-27T00:00:00,68.95,170.18,Shizuoka,Japan,Shidokan Gym,1,2,0,2002-05-28T00:00:00
4598,John Glover,1975-04-29T00:00:00,83.91,185.42,"Indianapolis, Indiana",United States,Integrated Fighting Academy,0,1,0,2002-05-28T00:00:00
4599,Chris James,None,0,0,None,None,None,0,1,0,2002-05-17T00:00:00
4600,Vladimir Martinez,None,0,0,None,None,None,1,1,0,2001-10-14T00:00:00
4601,Jose De La Cruz,None,0,0,None,None,None,2,3,0,2001-10-14T00:00:00
4602,Patric Vallejo,None,0,0,None,None,None,2,0,0,2001-10-14T00:00:00
4603,Bruno Guevara,None,0,0,None,None,None,0,1,0,2001-10-14T00:00:00
4604,Jose Sida,None,0,0,None,None,None,1,0,0,2001-10-14T00:00:00
4605,Jason Fox,None,0,0,None,None,None,0,1,0,2001-10-14T00:00:00
4606,Jorge Nieto,None,0,0,None,None,None,1,0,0,2001-10-14T00:00:00
4607,Filameno Fackrell,None,0,0,None,None,None,1,5,0,2002-10-26T00:00:00
4608,Javier  Torres,None,0,0,None,None,None,1,1,0,2004-07-15T00:00:00
4609,Miguel Gutierrez,1984-07-15T00:00:00,82.1,0,"El Paso, Texas",USA,None,9,2,0,2009-10-23T00:00:00
4610,Billy Pitcher,None,0,0,None,None,None,0,2,0,2000-06-17T00:00:00
4611,Richard Aquino,None,77.11,180.34,"Waipahu, Hawaii",USA,None,1,3,0,2008-11-08T00:00:00
4612,Joe Sepulvada,None,0,0,None,None,None,0,1,0,1999-05-28T00:00:00
4613,JD Cooper,None,0,0,None,None,None,1,0,0,1999-05-28T00:00:00
4614,Todd Handle,None,0,0,None,None,None,2,0,0,1999-06-25T00:00:00
4615,David Finn,None,0,0,None,None,None,0,1,0,1999-04-16T00:00:00
4616,Tim Campfield,None,0,0,None,None,None,3,3,0,2009-05-02T00:00:00
4617,Anthony Holiday,None,0,0,None,None,None,0,2,0,1999-06-25T00:00:00
4618,Mike Rangel,None,0,0,None,None,None,1,0,0,1999-04-16T00:00:00
4619,Luis Guerrero,None,0,0,None,None,None,2,0,0,1999-06-25T00:00:00
4620,Adam Guerra,None,108.86,182.88,None,United States,Mexican Top Team,11,2,0,2003-11-22T00:00:00
4621,Travis Wright,1982-09-25T00:00:00,65.77,175.26,None,None,None,4,1,0,2003-06-06T00:00:00
4622,Billy Mitchell,None,68.04,175.26,None,None,Team Tap or Snap,1,2,0,2003-08-09T00:00:00
4623,Mike Gray,None,0,0,None,None,None,0,1,0,2002-05-17T00:00:00
4624,Anthony Ferguson,1980-08-28T00:00:00,120.2,180.34,"Cleveland, Ohio",United States,Freelance,2,16,0,2008-12-13T00:00:00
4625,Sonny Leong,None,0,0,None,Canada,None,1,12,1,2008-03-23T00:00:00
4626,John Mahlow,1980-06-28T00:00:00,76.66,170.18,"St. Augustine, Florida",United States,None,14,14,0,2014-09-06T00:00:00
4627,Gilbert Hernandez,None,0,0,None,None,None,2,1,0,2006-12-29T00:00:00
4628,Arturo Mendez,None,0,0,None,None,None,0,1,0,2002-04-26T00:00:00
4629,Hugo Sida,None,83.91,185.42,"El Paso, Texas",United States,Bushido,8,1,0,2013-06-01T00:00:00
4630,Jorge Ortiz,None,77.11,185.42,Chihuahua,Mexico,Ragnarok MMA,18,9,1,2012-03-10T00:00:00
4631,Edward Kim,None,0,0,None,None,None,0,3,0,2002-08-31T00:00:00
4632,Rich Guerin,None,0,0,None,None,None,13,10,1,2008-06-28T00:00:00
4633,Felix Alvarez,None,0,0,None,None,None,0,2,0,2002-08-31T00:00:00
4634,Rudy Martin,None,0,0,None,None,None,0,1,0,2002-04-26T00:00:00
4635,Edwin Aguilar,None,77.11,177.8,"Tijuana, Baja California",Mexico,Tiger's Team,26,19,0,2016-06-11T00:00:00
4636,Rusty Pontez,None,0,0,None,None,None,0,2,0,2002-08-23T00:00:00
4637,Gavin Hesson,None,70.31,177.8,None,None,None,3,0,0,2007-06-23T00:00:00
4638,Rob MacDonald,1978-09-05T00:00:00,104.33,190.5,"Mississauga, Ontario",Canada,Franco Behring,5,4,0,2009-02-20T00:00:00
4639,Zane Hagel,None,92.99,0,"Regina, Saskatchewan",Canada,None,0,4,0,2006-05-20T00:00:00
4640,Jason House,None,83.46,180.34,"Dallas, Texas",United States,None,9,5,0,2012-11-17T00:00:00
4641,Rob Wince,1973-06-23T00:00:00,91.63,182.88,"Newark, Ohio",United States,None,20,15,0,2011-06-17T00:00:00
4642,Charlie Stevens,None,0,0,None,None,None,0,1,0,2002-05-11T00:00:00
4643,Stu Hesselmeyer,1970-11-16T00:00:00,96.62,0,"Fort Meyers, Florida",United States,None,3,9,0,2006-04-29T00:00:00
4644,Mike Shepard,None,0,0,None,None,None,2,2,0,2007-03-09T00:00:00
4645,Josh Goodman,None,0,0,None,None,None,0,1,0,2002-05-11T00:00:00
4646,Nick Spencer,None,0,0,None,None,None,2,3,0,2006-11-22T00:00:00
4647,Thiago Tavares,1984-11-08T00:00:00,65.77,170.18,"Florianopolis, Santa Catarina",Brazil,Team Tavares,20,7,1,2016-07-08T00:00:00
4648,Matt Horning,1976-08-18T00:00:00,62.14,162.56,"Columbus, Ohio",United States,Team Criis,20,25,0,2011-01-07T00:00:00
4649,Mike Castillo,None,0,0,None,None,None,1,1,0,2003-10-17T00:00:00
4650,Tim Dominquez,None,0,0,None,None,None,0,1,0,2002-06-07T00:00:00
4651,Jack Cardenas,None,83.91,190.5,"Visalia, California",United States,Visalia Fight Club,1,2,0,2004-01-16T00:00:00
4652,Sherk Julian,None,0,0,None,None,None,1,3,0,2002-08-17T00:00:00
4653,Paul Morris,None,70.31,0,None,None,None,8,6,0,2005-09-10T00:00:00
4654,Tony Alanis,None,83.91,175.26,"Lemoore, California",United States,Sam Ochoa's Kempo,5,3,0,2008-01-17T00:00:00
4655,Glover Teixeira,1979-10-28T00:00:00,92.99,187.96,"Sobralia, Minas Gerais",Brazil,Nova Uniao,25,5,0,2016-08-20T00:00:00
4656,Travis Doerge,1973-05-11T00:00:00,77.11,0,"Kent, Washington",United States,Six Feet Under MMA Fight Team,5,9,0,2016-07-30T00:00:00
4657,Robert Ilae,None,0,0,None,None,None,0,1,0,2002-06-07T00:00:00
4658,Aki Tago,None,0,0,None,None,None,0,3,0,2002-08-03T00:00:00
4659,Ed Newalu,None,65.77,0,"Kaneohe, Hawaii",United States,808 Top Team,14,13,1,2009-06-13T00:00:00
4660,Mark Moreno,None,79.38,175.26,"Honolulu, Hawaii",United States,None,12,10,2,2014-05-03T00:00:00
4661,Malcolm Ahlo,None,0,0,None,None,None,1,0,0,2002-06-07T00:00:00
4662,Maloka Sasa,None,0,0,None,None,None,0,2,0,2002-07-13T00:00:00
4663,Justin Mercado,None,65.77,175.26,"Kapolei, Hawaii",United States,MMA Development,8,8,0,2010-06-04T00:00:00
4664,Logan Gulick,None,0,0,None,None,None,1,0,0,2002-01-05T00:00:00
4665,Kawika Velles,None,0,0,None,None,None,1,3,0,2002-01-05T00:00:00
4666,Ermin Fergustrom,None,0,0,None,None,None,3,1,0,2007-12-01T00:00:00
4667,Sasha Bauml,None,0,0,None,None,None,0,1,0,2002-01-05T00:00:00
4668,Michael Labuanan,None,76.66,172.72,None,None,None,1,3,0,2003-12-07T00:00:00
4669,Garrett Viernes,None,0,0,None,None,None,1,0,0,2002-01-05T00:00:00
4670,Jake Farmer,None,0,0,None,None,None,0,1,0,2002-01-05T00:00:00
4671,Lyndon Talanoa,None,0,0,None,None,None,2,0,0,2002-07-13T00:00:00
4672,Johnny Mack,None,0,0,None,None,None,0,1,0,2002-01-05T00:00:00
4673,Brandon Wolff,None,76.2,177.8,"Kailua, Hawaii",United States,MMA Development,7,5,0,2010-06-04T00:00:00
4674,David Santiago,None,0,0,None,None,None,1,3,0,2008-02-16T00:00:00
4675,Diego Anthony,1980-06-29T00:00:00,94.8,180.34,"Rio de Janeiro, Rio de Janeiro",Brazil,Gracie Tijuca,1,3,0,2014-04-06T00:00:00
4676,Mariano Mendoza,1968-09-17T00:00:00,113.4,187.96,"Los Angeles, California",United States,None,0,3,0,2002-12-08T00:00:00
4678,Ikuto Hidaka,None,0,0,None,None,None,0,1,0,2002-06-09T00:00:00
4679,Darren Uyenoyama,1979-10-15T00:00:00,56.7,167.64,"San Francisco, California",United States,Faito Tamashii Combat Club,10,6,0,2016-11-18T00:00:00
4680,Makoto Miyazawa,None,86.18,0,None,Japan,None,3,3,4,2009-10-10T00:00:00
4681,Yuri Holetsky,None,0,0,None,None,None,0,1,0,1999-12-16T00:00:00
4682,Oleg Petrovich,None,0,0,None,None,None,0,1,0,1999-12-16T00:00:00
4683,Stef Stricker,None,0,0,None,Holland,None,1,0,1,2000-03-25T00:00:00
4684,Anthony Billiantel,None,117.48,190.5,None,None,Lockdown Unlimited,2,6,0,2003-09-06T00:00:00
4685,Walter Dudoit,None,0,0,None,None,Grappling Unlimited,0,1,0,2001-05-27T00:00:00
4686,Shaun De Santos,None,0,0,None,None,None,2,1,0,2007-04-27T00:00:00
4687,Paulino Vervosa,None,0,0,None,None,None,0,1,0,2001-05-27T00:00:00
4688,Gustavo Monteiro,None,0,0,None,None,None,1,0,0,2001-05-27T00:00:00
4689,Erimin Ferguson,None,0,0,None,None,None,0,1,0,2001-05-27T00:00:00
4690,Tyson Coloma-Nahooikaika,None,74.84,172.72,"Wailuku, Hawaii",USA,None,6,5,0,2008-03-29T00:00:00
4691,Kim Morishita,None,0,0,None,None,None,1,0,0,2001-05-27T00:00:00
4692,Ricardo Barros,None,92.99,0,"Los Angeles, California",USA,None,2,2,0,2008-12-03T00:00:00
4693,Casey Tolentino,None,0,0,None,None,None,0,1,0,2000-11-24T00:00:00
4694,Robert Vickery,None,0,0,None,None,None,0,1,0,2000-11-24T00:00:00
4695,Paka Paleka,None,0,0,None,None,None,0,1,0,2000-11-24T00:00:00
4696,Chris West,None,92.99,185.42,"Oahu, Hawaii",United States,HMC,3,1,0,2005-05-07T00:00:00
4697,Henry Stant,None,0,0,None,None,None,0,1,0,2000-11-24T00:00:00
4698,Anthony Kanealii,None,0,0,None,None,None,0,1,0,2000-11-24T00:00:00
4699,Bob Wallace,None,0,0,None,None,None,0,1,0,2000-11-24T00:00:00
4700,Dustino Pino,None,0,0,None,None,None,0,2,0,2002-06-02T00:00:00
4701,Leroy Harjo,None,0,0,None,None,None,0,1,0,2002-06-02T00:00:00
4702,Joel Blanton,1971-05-21T00:00:00,77.11,167.64,"Indianapolis, Indiana",United States,Animal House,8,10,0,2010-10-09T00:00:00
4703,Ryan Porter,None,0,0,None,None,None,2,0,0,2002-06-02T00:00:00
4704,Mike Aref,None,0,0,None,None,None,1,1,0,2005-02-19T00:00:00
4705,Zoran Grgic,None,0,0,None,None,None,1,1,0,2012-03-02T00:00:00
4706,Dan Lamping,1980-09-22T00:00:00,88.45,182.88,None,None,None,3,3,0,2007-04-28T00:00:00
4707,Buddy Butler,None,0,0,None,None,None,0,3,0,2006-04-15T00:00:00
4708,Richard Nattas,None,0,0,None,None,None,1,0,0,2002-06-02T00:00:00
4709,Kurt Illeman,None,0,0,None,None,None,2,2,0,2003-12-05T00:00:00
4710,Marcelo Salinos,None,0,0,None,None,None,1,0,0,2002-06-02T00:00:00
4711,Flavio Troccoli,None,83.91,175.26,"Torrance, California",United States,228 Gym,0,1,0,2002-11-09T00:00:00
4712,Nathan McCabe,1976-06-11T00:00:00,79.38,0,None,None,None,2,2,0,2003-04-12T00:00:00
4713,William Johnson,None,92.53,175.26,"Big Sandy Rancheria, California",United States,Team Lil Bear,7,17,0,2016-05-21T00:00:00
4714,Arto Rintala,None,0,0,None,None,None,0,2,0,2003-05-17T00:00:00
4715,Nowanda Bell,None,106.59,0,None,United States,None,10,15,0,2007-09-06T00:00:00
4716,Jan Sjoblom,None,0,0,None,Finland,Salon HMVK,0,2,0,2004-05-22T00:00:00
4717,Joni Kyllonen,None,83.01,0,None,Finland,Oulun Kamppailu Klub,5,4,0,2006-05-20T00:00:00
4718,Candido Estrada,None,77.11,0,California,USA,None,1,3,0,2005-05-15T00:00:00
4719,Tuomo Peltoniemi,None,77.11,0,None,Finland,None,2,1,0,2013-02-02T00:00:00
4720,Antti Nurmi,None,0,0,None,None,None,0,1,0,2003-05-17T00:00:00
4721,Semko Aijubi,None,0,0,None,None,None,0,1,0,2004-10-24T00:00:00
4723,Pertti Lempinen,None,0,0,None,None,None,1,0,0,2003-05-17T00:00:00
4724,Pietari Huhtamaki,None,0,0,None,None,None,0,1,0,2003-05-17T00:00:00
4725,Stephane Laliberte,1976-05-02T00:00:00,65.77,177.8,"Victoriaville, Quebec",Canada,None,6,6,0,2005-09-30T00:00:00
4726,Frederic Poirier,None,0,0,None,None,None,3,3,0,2008-09-05T00:00:00
4727,Brian Garcia,None,0,0,None,None,None,1,1,0,1998-10-28T00:00:00
4728,Mark Hominick,1982-07-22T00:00:00,65.77,172.72,"London, Ontario",Canada,Team Tompkins,20,12,0,2012-11-17T00:00:00
4729,Robert Sainio,None,0,0,None,None,None,1,0,0,2003-05-17T00:00:00
4730,Jason Canaday,None,0,0,None,None,None,1,1,0,2005-11-13T00:00:00
4731,Sikko Postema,None,0,0,None,Holland,None,0,2,0,2000-02-27T00:00:00
4732,Takumi Murata,1980-06-11T00:00:00,61.23,167.64,Tokyo,Japan,Wajutsu Keishukai Tokyo,11,19,9,2016-03-27T00:00:00
4733,Satoshi Nishino,None,65.77,177.8,Tokyo,Japan,Wajutsu Keishukai TLIVE,5,9,3,2014-07-20T00:00:00
4734,Yuki Kotake,None,0,0,None,Japan,U-File Camp,1,2,0,2002-12-08T00:00:00
4735,Norimasa Isozaki,1972-03-01T00:00:00,69.85,180.34,None,Japan,U-File Camp,2,3,1,2005-09-10T00:00:00
4737,Yukiya Naito,None,92.99,185.42,None,Japan,Wajutsu Keishukai A3,15,6,2,2009-06-07T00:00:00
4738,Tsuyoshi Ozawa,1980-01-08T00:00:00,99.79,172.72,None,Japan,Zendokai Headquarters,1,3,0,2004-08-22T00:00:00
4739,Takahiro Sanehara,1978-03-17T00:00:00,65.77,160.02,None,Japan,Team Shinagawa,3,4,0,2003-07-27T00:00:00
4740,Marcello Grosso,None,0,0,None,Brazil,None,1,0,0,1999-02-21T00:00:00
4741,Brian Daniels,None,0,0,None,None,None,0,1,0,1999-02-21T00:00:00
4742,Derrick Samuels,None,0,0,None,None,None,1,0,0,1999-02-21T00:00:00
4743,Brian Byket,None,0,0,None,None,None,0,1,0,1999-02-21T00:00:00
4744,Scott Williams,None,0,0,None,None,None,3,4,1,2002-11-30T00:00:00
4745,Muta Champion,None,0,0,None,None,None,1,1,0,1999-02-21T00:00:00
4746,Julio Dudley,None,0,0,None,None,None,0,1,0,1999-02-21T00:00:00
4747,Ryan Nakamura,None,0,0,None,None,None,2,2,0,2006-09-23T00:00:00
4748,Leonard Speights,None,0,0,Louisiana,United States,None,2,2,0,2000-12-16T00:00:00
4749,Mike Davis,None,0,0,"Gainesville, Florida",United States,F-2 Arena,6,3,0,2003-03-15T00:00:00
