Name,Nickname,Wins,Losses,Draws,No Contests,Height (in.),Weight (lbs),Reach (in.),Stance,Birth Date,Sig. Strikes landed/min,strike acc. (%),Sig Strikes taken/min,Strike def. (%),TD/15 min,TD acc. (%),TD def. (%),sub/15 min
Jason Miller,Mayhem,34,10,0,1,73,185,72,Orthodox,1980-12-24,1.83,43,2.30,49,1.31,28,43,1.3
Dan Miller,,14,8,0,1,73,185,74,Orthodox,1981-06-30,2.03,36,3.06,49,1.67,54,47,1.8
Jim Miller,,28,9,0,1,68,155,71,Southpaw,1983-08-30,2.75,39,2.64,62,1.70,42,48,2.1
Cole Miller,Magrinho,21,11,0,1,73,145,74,Orthodox,1984-04-26,3.00,33,3.88,59,0.60,36,38,1.8
Henry Miller,Sentoryu,6,13,0,1,67,270,,Southpaw,1969-07-16,1.25,36,2.16,54,0.55,25,60,0.0
Micah Miller,Maverick,17,4,0,1,72,145,,Orthodox,1987-02-14,1.33,33,2.15,54,0.98,37,21,2.0
Aaron Miller,Blood Spiller,14,10,0,1,69,145,,,,0.00,0,0.00,0,0.00,0,0,0.0
Eddy Millis,,0,2,0,,73,185,,,,0.00,0,3.36,22,0.00,0,0,7.2
Che Mills,Beautiful,15,5,0,2,73,170,76,Orthodox,1982-09-29,2.08,52,2.87,43,1.18,66,58,0.0
Adam Milstead,The Prototype,8,2,0,,75,240,76,Orthodox,1987-07-03,3.93,50,4.27,51,0.00,0,52,0.0
Alberto Mina,Soldier of God,13,0,0,,72,170,77,Orthodox,1982-05-02,4.65,46,4.34,44,2.35,21,50,0.0
Vitaly Minakov,,14,0,0,,74,249,,,1985-02-06,0.00,0,0.00,0,0.00,0,0,0.0
Mike Minniger,,0,0,0,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Ikuhisa Minowa,Minowaman,51,32,8,,69,181,,Orthodox,1976-01-12,0.88,40,1.66,49,1.82,41,5,1.9
Stipe Miocic,,16,2,0,,76,240,80,Orthodox,1982-08-19,5.03,50,3.26,62,2.14,35,72,0.0
Frank Mir,,18,11,0,,75,264,79,Southpaw,1979-05-24,2.18,47,3.84,38,2.02,40,54,2.0
Juan Miranda,,7,4,0,,,155,,,,0.00,0,0.00,0,0.00,0,0,0.0
Mario Miranda,,12,3,0,,75,185,74,Orthodox,1979-07-12,1.96,54,2.46,36,1.02,60,54,0.0
Vitor Miranda,Lex Luthor,13,5,0,,73,185,77,Orthodox,1979-03-10,3.38,53,2.36,58,0.62,50,50,0.0
Damir Mirenic,Wolf,8,4,0,,72,185,,Orthodox,1974-08-02,0.84,50,9.86,35,0.00,0,0,0.0
Kazuo Misaki,Hitman,24,11,2,1,68,183,,Orthodox,1976-04-25,2.85,40,2.74,63,0.72,38,51,0.6
Dokonjonosuke Mishima,,20,7,2,,67,155,,Southpaw,1972-04-19,1.06,41,1.22,52,2.47,40,25,1.4
Felix Lee Mitchell,,2,7,0,,,,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
David Mitchell,Daudi,12,4,0,,72,170,76,Orthodox,1979-10-24,1.74,32,2.06,55,0.66,50,29,2.0
Danny Mitchell,The Cheesecake Assassin,14,6,1,,74,170,74,Orthodox,1986-08-08,2.53,49,2.53,52,0.00,0,100,3.0
Brad Mitchell,,4,2,0,1,71,145,,,1974-10-10,1.15,33,4.20,52,0.00,0,100,1.9
Clay Mitchell,,1,1,0,,74,185,,,,1.63,85,0.00,0,0.00,0,100,4.1
Roman Mitichyan,,7,3,0,,70,170,,Orthodox,1978-09-04,0.26,16,2.70,43,1.93,100,25,1.9
Matt Mitrione,,9,5,0,,75,265,79,Switch,1978-07-15,3.55,50,2.79,64,0.00,0,55,0.7
Eiji Mitsuoka,,18,9,2,,67,145,,Southpaw,1976-01-01,1.49,49,2.26,45,2.30,36,20,1.6
Hiromitsu Miura,,9,6,0,,69,170,71,Orthodox,1981-09-22,2.12,34,2.12,58,2.23,50,69,0.6
Tomoya Miyashita,,17,9,7,,67,139,,Southpaw,,1.67,65,0.93,33,4.00,80,0,2.0
Kazuyuki Miyata,,11,8,0,,68,139,,Orthodox,,2.04,52,1.82,63,4.31,46,68,0.0
Motoki Miyazawa,,7,3,0,,71,168,,Southpaw,,1.23,28,3.91,61,0.00,0,0,0.0
Takeya Mizugaki,,21,11,2,,67,135,68,Orthodox,1983-12-16,3.37,37,3.27,57,1.46,57,70,0.1
Tatsuya Mizuno,,10,7,0,,73,205,,Southpaw,1981-06-02,2.25,37,3.52,53,1.19,25,40,3.6
Roxanne Modafferi,The Happy Warrior,15,11,0,,66,135,,,1982-09-24,2.85,27,5.42,38,0.97,7,0,0.0
Bronson Mohika,,1,1,0,,,135,,,,0.00,0,0.00,0,0.00,0,0,0.0
Nate Mohr,,9,7,0,,69,155,72,Orthodox,1983-03-03,3.79,41,2.50,74,0.45,50,71,0.0
Rudyard Moncayo,,0,3,0,,70,195,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Hidetaka Monma,,17,10,4,,72,168,,Orthodox,1973-10-23,1.67,25,9.76,34,0.00,0,0,0.0
Jeff Monson,The Snowman,43,12,1,,69,247,74,Orthodox,1971-01-18,0.97,30,2.87,59,1.06,12,66,0.7
Darrell Montague,Mongoose,13,5,0,,66,125,67,Southpaw,1987-11-03,1.92,25,5.38,52,0.72,25,33,1.4
Andrew Montanez,,9,12,1,,,185,,,,0.00,0,0.00,0,0.00,0,0,0.0
Augusto Montano,Dodger,15,3,0,,73,170,73,Orthodox,1984-10-25,3.46,46,2.66,56,0.00,0,66,0.0
Erick Montano,Perry,8,5,0,,72,170,73,Orthodox,1985-11-19,2.79,44,2.06,64,2.29,36,66,0.0
Steve Montgomery,The Creepy Weasel,8,4,0,,76,185,75,Southpaw,1990-12-19,4.85,39,4.12,47,0.00,0,64,0.0
James Moontasri,Moon Walker,9,5,0,,70,170,71,Switch,1988-04-10,2.39,48,3.86,40,0.00,0,79,0.2
Homer Moore,The Rock,25,9,2,,70,205,,Orthodox,1971-11-27,0.68,50,0.68,0,5.07,66,0,0.0
Todd Moore,,14,5,0,,69,170,71,Southpaw,1983-12-30,1.83,26,2.30,57,0.78,14,54,0.0
Nate Moore,,7,3,0,,72,170,,,,2.21,25,2.87,42,1.23,16,25,0.0
Dustin Moore,,0,1,0,,64,125,,,,0.00,0,0.00,0,0.00,0,0,0.0
Sergio Moraes,The Panther,11,3,1,,72,170,72,Orthodox,1982-07-23,2.28,46,2.79,64,1.35,30,66,0.5
John Moraga,Chicano,16,6,0,,66,125,66,Orthodox,1984-03-20,2.40,39,2.89,56,0.58,20,40,0.7
Ricardo Morais,The Mutant,10,4,1,,80,270,,Orthodox,1967-02-26,2.86,37,2.39,53,0.00,0,0,0.0
Leonardo Morales,Chimy,5,2,0,,68,135,68,Southpaw,1992-12-22,2.05,47,2.05,58,0.00,0,62,0.0
Albert Morales,The Warrior,6,1,1,,69,135,72,Orthodox,1991-05-25,4.46,35,4.49,57,1.51,33,83,0.5
Sarah Moras,Cheesecake,4,3,0,,67,135,67,,1988-04-30,1.10,36,2.07,47,0.50,10,14,0.5
Christian Morecraft,,7,3,0,,78,260,81,Orthodox,1986-09-08,2.82,34,2.46,46,3.26,66,50,2.2
Joe Moreira,,2,2,0,,71,195,,Southpaw,,0.00,0,0.00,0,0.00,0,0,0.0
Richardson Moreira,Rick Monstro,7,4,0,,74,185,72,Orthodox,1984-03-31,1.17,28,1.83,67,0.00,0,100,0.0
Jesse Moreng,Arturo,9,1,0,,67,145,,Orthodox,1979-11-09,1.26,40,2.08,48,5.56,100,100,0.0
Brandon Moreno,The Assassin Baby,13,3,0,,67,125,,Orthodox,1993-12-07,3.57,40,1.73,71,5.18,42,50,1.7
Sammy Morgan,The Squeeze,18,12,0,,70,170,,Orthodox,1981-09-28,1.05,22,3.74,40,1.43,20,0,0.5
Peggy Morgan,The Daywalker,2,1,0,,73,135,70,,1979-12-16,2.27,23,8.20,33,0.00,0,50,0.0
Alex Morono,The Great White,13,4,0,,71,170,72,Orthodox,1990-08-16,4.98,45,3.20,63,0.00,0,75,0.4
Maryna Moroz,Iron Lady,7,1,0,,67,115,67,Orthodox,1991-09-08,2.56,22,2.92,60,0.32,33,0,0.7
Brad Morris,,10,6,0,,74,205,,Orthodox,1979-11-01,0.50,62,6.95,27,0.00,0,0,0.0
Scott Morris,,2,1,0,,70,210,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Anthony Morrison,Cheesesteak,16,10,0,1,67,145,,Orthodox,1984-03-29,1.70,33,0.49,80,0.00,0,50,0.0
Jack Morrison,,0,3,0,,71,205,,,,0.00,0,19.31,40,0.00,0,0,0.0
Harry Moskowitz,Dirty,6,12,0,,77,275,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Juan Mott,,3,4,0,,72,190,,Switch,,0.00,0,0.00,0,0.00,0,0,0.0
Flavio Luiz Moura,,17,7,0,,71,183,,Open Stance,,0.67,16,0.00,0,0.00,0,0,0.0
Gegard Mousasi,,41,6,2,,74,185,76,Orthodox,1985-08-01,3.68,50,1.20,69,1.64,61,61,1.2
Kin Moy,Kong,8,2,0,,65,135,,,,2.30,33,1.93,62,1.67,42,50,1.7
Jamie Moyle,,4,1,0,,61,115,65,Orthodox,1989-03-17,4.87,60,3.13,64,3.00,30,0,0.0
Garrett Mueller,,2,0,0,,69,135,,,1989-01-29,0.00,0,0.00,0,0.00,0,0,0.0
Belal Muhammad,Remember the Name,11,2,0,,71,170,72,Orthodox,1988-07-09,4.76,42,4.69,55,2.30,41,0,0.0
Fazlo Mulabitinovic,,3,1,0,,,135,,,,0.54,16,0.00,100,0.00,0,0,8.0
Quinn Mulhern,,18,4,0,,75,155,76,Orthodox,1984-09-20,1.48,28,2.09,51,1.36,20,33,0.0
Jim Mullen,,0,2,0,,73,215,,Southpaw,,0.00,0,0.00,0,0.00,0,0,0.0
Pedro Munhoz,The Young Punisher,13,2,0,1,66,135,64,Orthodox,1986-09-07,3.93,38,6.26,56,1.06,18,50,1.8
Mark Munoz,The Filipino Wrecking Machine,14,6,0,,72,185,72,Orthodox,1978-02-09,3.12,51,2.26,57,3.17,29,57,0.6
Andy Murad,The Tooth Fairy,9,2,0,,69,185,,,,2.60,76,2.87,32,1.00,20,42,0.0
Kazunari Murakami,,5,5,0,,73,220,,Orthodox,1973-11-29,0.00,0,0.00,0,0.00,0,0,0.0
Ryuichi Murata,,8,3,1,,68,183,,Orthodox,,0.84,36,1.89,50,4.74,50,100,3.2
Tom Murphy,,8,0,0,,74,227,,Southpaw,1974-11-19,2.50,71,0.17,84,7.51,85,0,2.5
Ian Murphy,,1,1,0,,73,185,,Orthodox,1985-06-14,0.00,0,1.93,30,4.13,100,0,0.0
Jon Murphy,Man of Faith,6,4,0,,75,260,,Orthodox,1977-08-09,3.93,66,8.85,43,0.00,0,0,0.0
Lauren Murphy,Lucky,9,3,0,,67,135,67,Orthodox,1983-07-27,3.79,45,3.29,54,1.00,25,65,0.0
Lee Murray,Lightning,8,2,1,1,75,185,,Orthodox,1977-09-12,0.36,15,3.28,32,0.90,100,42,1.8
Nico Musoke,Nico,13,4,0,1,72,170,75,Orthodox,1986-04-05,3.61,37,3.83,58,1.19,19,84,0.2
Andre Mussi,,10,5,0,,75,242,,Orthodox,,0.00,0,10.59,35,0.00,0,0,0.0
Magomed Mustafaev,,13,2,0,,68,155,71,Orthodox,1988-08-02,2.83,54,2.93,36,0.00,0,25,0.8
Elvis Mutapcic,The King,15,5,1,,72,185,72,Orthodox,1986-07-19,3.41,40,4.27,38,0.00,0,81,0.0
Fiona Muxlow,,6,2,0,,64,145,,,1977-05-13,1.44,27,5.45,34,0.00,0,0,0.0
Katsuhiko Nagata,,6,7,2,,67,154,,Southpaw,1973-10-31,1.05,19,1.50,63,0.98,28,28,0.0
Yuji Nagata,,0,2,0,,72,225,,Orthodox,1968-04-24,1.45,40,14.46,4,0.00,0,0,0.0
Greg Nagy,,1,3,0,,73,210,,Orthodox,1983-10-18,0.41,50,2.69,37,0.00,0,0,1.2
Logan Nail,,1,1,0,,,185,,,1989-06-20,1.93,51,2.27,39,0.00,0,37,0.0
Yukiya Naito,,15,6,2,,73,205,,Orthodox,,1.54,33,5.13,60,0.00,0,0,0.0
Andrews Nakahara,,3,2,0,,73,185,,Orthodox,1983-03-12,2.68,44,1.90,57,0.00,0,72,0.4
Rin Nakai,,16,2,1,,61,135,60,Orthodox,1986-10-22,1.57,33,3.90,60,3.00,18,75,0.5
Kazuhiro Nakamura,Kaz,15,11,0,,71,205,70,Orthodox,1979-07-16,1.56,37,1.83,59,1.73,36,42,0.6
Keita Nakamura,K-Taro,32,8,2,1,71,170,73,Southpaw,1984-05-22,2.34,37,3.55,57,2.00,55,62,0.5
Daisuke Nakamura,,24,13,0,,67,154,,Orthodox,1980-06-10,0.94,30,1.38,61,0.46,40,30,3.6
Yusaku Nakamura,,3,2,0,,65,145,,,1986-06-21,1.72,45,3.67,55,0.00,0,83,0.0
Jutaro Nakao,,23,17,4,,69,170,,Southpaw,1970-11-30,0.53,38,1.06,44,0.38,50,56,0.0
Yoshihiro Nakao,Kiss,9,3,0,2,72,220,,Southpaw,1972-06-25,1.73,35,2.06,64,2.69,46,0,0.5
Yui Chul Nam,The Korean Bulldozer,18,6,1,,69,145,69,Orthodox,1981-07-16,3.53,51,2.00,48,1.33,16,57,0.3
Rose Namajunas,Thug,6,3,0,,65,115,65,,1992-06-29,3.21,42,3.14,60,3.15,58,50,1.1
Yasuhito Namekawa,,25,16,4,,69,205,,Orthodox,1974-10-27,0.14,50,3.65,38,2.11,25,0,4.2
Roger Narvaez,Silverback,7,2,0,,75,185,79,Southpaw,1983-09-09,2.12,37,3.32,64,0.00,0,50,0.9
Fabio Nascimento,Negao,11,5,0,,70,185,,Orthodox,,2.94,38,4.63,55,0.00,0,55,0.8
Bobby Nash,Nashty,8,2,0,,72,170,74,Orthodox,1990-03-26,4.00,36,3.79,50,1.54,25,100,3.1
Reza Nasri,,2,1,0,,71,205,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Pawel Nastula,,4,4,0,,72,230,,Southpaw,1970-06-26,1.30,43,1.73,50,3.00,60,0,1.5
Rafael Natal,Sapo,21,8,1,,72,185,76,Orthodox,1982-12-25,3.08,47,2.40,58,2.59,34,78,0.5
Danny Navarro,,12,5,0,,70,155,,,1983-05-27,3.83,32,4.62,57,2.17,25,100,0.0
Marcio Navarro,The Locomotive,13,11,0,,72,155,,,1978-09-17,0.00,0,0.00,0,0.00,0,0,0.0
Dustin Neace,The Beast,23,18,1,,69,145,,,1986-09-12,2.08,32,2.66,56,0.00,0,0,1.7
Josh Neal,,5,11,0,,72,185,,,,0.00,0,0.00,0,0.00,0,0,0.0
Joe Neal,Nine Lives,5,1,0,,66,135,,,1986-07-29,1.87,19,3.80,66,0.00,0,0,0.0
Stanislav Nedkov,Stucky,12,2,0,1,71,205,71,Orthodox,1981-12-09,3.33,43,5.39,43,2.77,41,0,0.0
Josh Neer,The Dentist,33,13,1,,71,170,72,Orthodox,1983-03-24,3.29,46,3.63,58,1.09,34,46,1.3
Steve Nelmark,The Sandman,2,1,0,,72,240,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Shane Nelson,Sugar,15,5,0,,69,155,70,Southpaw,1984-11-29,1.38,31,2.84,61,1.31,18,54,1.6
Roy Nelson,Big Country,23,13,0,,72,263,72,Orthodox,1976-06-20,2.19,36,4.55,48,1.16,29,65,0.1
Gunnar Nelson,Gunni,15,2,1,,71,170,72,Switch,1988-07-28,2.02,57,3.73,51,1.60,64,70,1.1
Lissette Neri,,6,3,0,,62,145,,,1987-08-05,0.00,0,0.00,0,0.00,0,0,0.0
Mario Neto,Sukata,11,5,0,,72,229,,Orthodox,,1.89,50,1.89,70,2.84,100,0,0.0
Antonio Braga Neto,,9,2,0,1,75,185,77,Orthodox,1987-10-29,1.30,46,2.67,53,3.56,36,0,0.9
Julio Cesar Neves Jr.,Morceguinho,30,1,0,,68,145,,,1994-04-25,1.98,35,4.81,51,1.06,25,76,0.0
Jeff Newton,,4,2,0,,74,205,,Sideways,1966-12-11,0.28,20,1.41,52,0.00,0,0,8.5
Carlos Newton,The Ronin,16,14,0,,69,170,,Orthodox,1976-08-17,0.65,41,1.55,44,2.47,70,43,0.9
Emanuel Newton,The Hardcore Kid,25,10,1,,73,205,,,1984-01-02,1.92,49,1.35,51,2.02,100,0,0.0
Francis Ngannou,The Predator,10,1,0,,76,250,83,Orthodox,1986-09-05,3.40,47,1.53,59,0.00,0,73,0.7
Ben Nguyen,Ten,16,6,0,,65,125,65,Switch,1988-08-03,4.56,43,3.72,56,0.00,0,66,1.4
Alex Nicholson,The Spartan,7,3,0,,76,185,81,Orthodox,1990-05-02,4.39,43,4.13,50,0.00,0,55,0.0
Mike Nickels,,9,5,0,,76,205,,Orthodox,1971-12-13,4.44,52,1.11,64,11.11,80,0,2.8
Matheus Nicolau,,12,2,1,,66,125,66,,1993-01-06,3.06,53,2.04,69,1.58,60,100,1.6
Khomkrit Niimi,The Bumblebee,6,8,0,,62,125,,,,0.00,0,5.73,44,0.00,0,0,0.0
Tom Niinimaki,Stoneface,21,8,1,,69,145,69,Orthodox,1982-07-25,1.91,54,2.31,58,2.97,46,33,0.5
Ramsey Nijem,,10,6,0,,71,155,75,Orthodox,1988-04-01,3.05,44,1.62,62,5.32,62,55,1.1
Hans Nijman,,9,6,0,,72,250,,Switch,1959-10-23,0.00,0,0.00,0,0.00,0,0,0.0
Jack Nilson,,2,6,0,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Mats Nilsson,,11,4,1,,73,170,74,Orthodox,1983-12-05,2.99,39,5.62,63,3.87,83,44,2.3
Ning Guangyou,Smasher,6,4,1,,64,145,64,Southpaw,1981-12-15,2.66,41,1.91,61,1.09,50,62,0.3
Soichi Nishida,,5,10,1,,71,320,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Yosuke Nishijima,,0,5,0,,69,205,,Orthodox,1973-05-15,1.72,37,5.59,56,0.00,0,0,0.0
Akiyo Nishiura,Wicky Akiyo,11,7,1,,68,139,,Southpaw,1983-08-08,1.59,57,1.26,57,0.00,0,52,0.3
Anthony Njokuani,The Assassin,16,9,0,1,73,155,75,Orthodox,1980-03-01,3.94,46,2.41,65,0.50,45,53,0.2
Chidi Njokuani,Chidi Bang Bang,14,4,0,1,75,170,,,1988-12-31,1.93,51,1.73,49,0.00,0,80,0.0
Derrick Noble,The Eraser,26,15,1,,69,170,,Southpaw,1978-08-14,6.21,40,3.79,59,0.00,0,0,0.0
Pedro Nobre,The Rock,14,1,2,1,65,135,,,1986-02-13,1.37,30,9.16,35,0.00,0,0,0.0
Jacob Noe,Psycho,5,1,0,1,,205,,,,0.00,0,0.00,0,0.00,0,0,0.0
Minotauro Nogueira,Minotauro,34,10,1,1,75,240,77,Orthodox,1976-06-02,1.95,42,2.40,55,1.30,29,36,2.4
Rogerio Nogueira,Minotouro,22,8,0,,74,205,75,Southpaw,1976-06-02,2.35,34,2.17,60,0.69,44,63,0.8
Alexandre Franca Nogueira,Pequeno,13,6,2,,67,145,,Orthodox,1978-01-15,0.60,20,4.18,57,0.00,0,0,0.0
Talita Nogueira,Treta,6,0,0,,70,145,,,1985-10-13,0.00,0,0.00,0,0.00,0,0,0.0
Kyle Noke,,22,10,1,,73,170,76,Southpaw,1980-03-18,3.23,50,2.09,64,1.53,54,66,0.8
Nick Nolte,,5,3,0,,72,170,,,,0.00,0,0.00,0,0.00,0,0,0.0
KJ Noons,King,12,8,0,1,70,155,72,Orthodox,1982-12-07,3.68,35,3.78,65,0.08,20,68,0.0
Sage Northcutt,Super,8,2,0,,72,170,71,Orthodox,1996-03-01,2.77,58,1.57,49,1.65,36,40,0.8
Jan Nortje,The Giant,2,6,0,,73,310,,Southpaw,1975-04-11,3.32,51,4.50,32,0.00,0,66,2.9
Scott Norton,Hollywood,7,1,0,,70,170,,Orthodox,1973-03-15,0.67,30,0.34,60,2.52,25,0,0.0
Jonatas Novaes,,9,3,0,,71,170,,,1981-03-02,0.00,0,0.00,0,0.00,0,0,0.0
Jason Novelli,Pepsi,11,3,1,,72,155,75,Orthodox,1979-06-08,1.73,24,3.55,66,0.70,33,100,0.0
Phillipe Nover,The Filipino Assassin,12,8,1,,69,145,72,Orthodox,1984-02-03,1.79,35,2.48,56,0.99,28,44,0.7
Diego Nunes,The Gun,18,4,0,,66,145,67,Orthodox,1982-11-30,2.72,43,2.59,58,1.18,44,65,0.6
Amanda Nunes,Lioness,14,4,0,,68,135,69,Orthodox,1988-05-30,4.69,53,2.90,49,2.04,38,73,1.2
Khabib Nurmagomedov,The Eagle,24,0,0,,70,155,70,Orthodox,1988-09-20,3.82,50,1.50,70,6.15,48,83,0.6
Jake O'Brien,Irish,13,4,0,,75,205,76,Orthodox,1984-09-25,1.31,31,1.92,69,6.39,54,25,0.2
TJ O'Brien,The Spider,16,5,0,,74,155,,Orthodox,1987-01-01,3.77,46,4.78,57,0.94,100,0,0.0
Sean O'Connell,The Real OC,17,9,0,,73,205,74,Orthodox,1983-09-02,5.46,48,6.77,45,0.00,0,30,0.5
Dan O'Connor,Johnny Irish,5,5,0,1,64,115,,,1982-11-17,4.00,56,5.10,54,0.00,0,100,0.0
Sean O'Haire,,4,2,0,,77,270,,Orthodox,1971-02-25,8.28,57,22.76,21,0.00,0,0,0.0
Jeremiah O'Neal,,13,25,0,,68,260,,,1977-10-25,1.15,40,7.50,23,0.00,0,0,0.0
Chuck O'Neil,Cold Steel,9,4,0,,74,170,,,1985-09-22,3.13,37,4.40,72,0.00,0,0,0.0
Brendan O'Reilly,Badger,6,3,0,1,67,170,69,Orthodox,1987-06-24,1.90,47,2.77,39,2.22,43,36,0.6
Takahiro Oba,,5,7,1,,68,200,,Southpaw,,0.23,25,1.82,69,0.00,0,0,0.0
Nobuhiro Obiya,,12,5,1,,68,145,,Orthodox,1981-01-15,0.63,28,2.53,55,0.50,50,41,0.5
Richard Odoms,The Black Eagle,8,1,0,,77,265,82,Orthodox,1975-05-08,0.00,0,0.00,0,0.00,0,0,0.0
Volkan Oezdemir,Cousin,13,1,0,,74,205,75,Orthodox,1989-09-19,5.47,45,5.07,59,0.00,0,100,0.0
Naoya Ogawa,,7,2,0,,76,255,,Orthodox,1968-03-31,2.41,42,1.66,47,1.25,100,66,1.2
Andy Ogle,The Little Axe,9,6,0,,68,145,69,Orthodox,1989-02-16,2.24,44,2.23,50,1.44,26,58,0.0
Michiyoshi Ohara,,0,2,0,,70,205,,Orthodox,,0.28,29,3.13,48,0.00,0,33,0.0
Koji Oishi,,21,8,8,,68,170,,Orthodox,1977-05-31,1.43,9,17.86,43,0.00,0,0,0.0
Takayuki Okada,Giant Ochiai,3,3,2,,73,290,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Yushin Okami,Thunder,30,8,0,,74,185,72,Southpaw,1981-07-21,2.23,38,2.20,62,1.88,47,84,0.5
JJ Okanovich,The Bosnian Bomber,1,1,0,,71,155,,,,0.00,0,0.00,0,0.00,0,0,0.0
Kazuki Okubo,,7,9,0,,71,175,,Orthodox,,1.53,38,1.97,46,0.51,25,36,2.0
Masakatsu Okuda,,8,5,0,,,,,,,0.00,0,4.27,34,0.00,0,0,4.3
Aleksei Oleinik,The Boa Constrictor,51,10,1,,74,240,80,Orthodox,1977-06-20,1.61,44,2.46,43,3.18,45,33,2.5
Rafaello Oliveira,Tractor,15,7,0,,68,155,71,Orthodox,1982-01-26,2.19,33,3.38,59,2.49,36,11,1.6
Charles Oliveira,Do Bronx,21,7,0,1,70,155,74,Orthodox,1989-10-17,3.17,50,3.04,52,2.66,37,58,2.7
Jorge Oliveira,,5,2,1,1,73,205,,,,0.00,0,0.00,0,0.00,0,0,0.0
Ednaldo Oliveira,Lula,13,2,1,1,77,205,79,Orthodox,1984-02-19,1.03,22,1.80,52,0.00,0,42,0.0
Alex Oliveira,Cowboy,15,3,1,2,71,170,76,Orthodox,1988-02-21,2.72,52,1.70,44,2.90,31,57,0.8
Wendell Oliveira,The Machine,24,9,0,,70,170,72,Orthodox,1983-06-01,3.77,47,4.40,47,0.00,0,100,0.0
Felipe Olivieri,,14,5,0,1,69,155,72,Orthodox,1985-04-12,6.68,58,4.60,57,0.00,0,71,0.0
Andy Ologun,,3,1,0,,72,154,,Orthodox,1983-06-12,2.36,57,0.32,85,0.68,100,80,0.0
Shana Olsen,Rock Solid,4,2,0,,67,145,,,1980-12-17,0.00,0,0.00,0,0.00,0,0,0.0
Casey Olson,The Underdog,12,3,0,,67,145,,Orthodox,,0.00,0,0.00,100,0.00,0,100,15.2
Dennis Olson,,14,10,0,,72,170,,,,1.02,42,5.27,38,2.77,40,0,0.0
Alan Omer,,18,5,0,,70,145,71,Orthodox,1988-09-14,3.49,55,2.21,64,1.69,42,66,0.0
Daniel Omielanczuk,,19,6,1,1,72,247,74,Southpaw,1982-08-31,2.94,64,2.96,42,0.78,33,47,0.2
Michihiro Omigawa,,13,13,1,,66,145,68,Orthodox,1975-12-19,2.01,39,3.06,64,1.19,36,49,1.5
Charlie Ontiveros,The American Bad Boy,6,4,0,,74,170,,,1991-07-04,0.00,0,4.20,26,0.00,0,0,0.0
Sam Oropeza,,5,2,0,,74,170,,,,7.68,56,1.44,70,3.60,33,100,0.0
Brian Ortega,T-City,11,0,0,1,68,145,69,Switch,1991-02-21,3.21,33,3.87,59,0.36,25,61,1.8
Tito Ortiz,The People's Champ,17,11,1,,75,205,74,Orthodox,1975-01-23,2.59,46,2.88,60,2.47,35,54,0.6
Jorge Ortiz,The Naked Man,16,9,1,1,72,185,,Orthodox,,3.53,58,2.80,73,0.00,0,0,0.0
Dustin Ortiz,,16,6,0,,65,125,65,Orthodox,1988-12-25,3.02,45,2.33,54,2.40,31,55,0.1
Kenji Osawa,,18,10,2,,67,135,66,Orthodox,1976-11-04,2.34,35,2.14,63,0.91,58,68,0.7
Kurt Osiander,,4,1,0,,,185,,,,0.00,0,0.00,0,0.00,0,0,0.0
Nick Osipczak,,5,3,0,,74,170,76,Orthodox,1984-12-30,2.83,50,3.77,50,1.20,45,71,1.0
Nissen Osterneck,,9,3,0,,74,185,,Orthodox,1981-05-01,3.15,58,2.90,41,0.63,12,42,1.3
Pedro Otavio,Te Pedro,19,8,0,,75,245,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Alexander Otsuka,The Diet Butcher,4,13,0,,73,205,,Orthodox,1971-07-17,0.90,55,1.16,51,1.51,43,53,0.8
Takafumi Otsuka,,12,9,1,,66,139,,Orthodox,,1.29,27,2.12,67,1.64,27,65,0.0
Zak Ottow,The Barbarian,14,4,0,,71,170,73,Orthodox,1986-12-22,3.63,37,2.73,62,0.00,0,71,0.5
Artur Oumakhanov,,9,6,0,,67,154,,Orthodox,1979-02-27,1.20,33,1.67,82,3.00,75,33,0.0
Alistair Overeem,The Reem,41,15,0,1,76,265,80,Orthodox,1980-05-17,3.78,60,1.79,63,1.62,65,76,1.1
Valentijn Overeem,,29,26,0,,75,230,,Orthodox,1976-08-17,0.93,34,1.49,58,1.86,50,0,4.7
Craig Oxley,,0,3,0,,69,155,,,1973-02-14,0.00,0,0.00,0,0.00,0,0,0.0
Shungo Oyama,,10,13,0,,71,185,,Southpaw,1974-04-11,0.64,25,1.96,57,1.07,57,62,0.5
Alptekin Ozkilic,The Turkish Delight,9,4,0,,65,125,65,Orthodox,1986-03-27,3.81,32,5.72,59,4.21,58,75,0.0
Raquel Pa'aluhi,Rocky,3,4,0,,67,135,,,,1.71,56,3.42,46,0.00,0,18,0.0
Nick Pace,,6,3,0,,67,135,68,Orthodox,1987-04-17,1.48,34,3.14,57,2.52,43,54,0.5
